Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,y_labels
1,300.29013306464543,310.09342204309695,1644,30.960105449465914,217,5,Tool Wear Failure
1,297.9473502647727,308.4718820669971,1615,34.518501767118025,219,5,Tool Wear Failure
2,302.3163044295046,310.9326088590092,1705,30.617392393394628,218,5,Tool Wear Failure
1,297.39821553804995,308.16300619422077,1615,35.38146876640567,217,5,Tool Wear Failure
1,299.2165019963996,309.2016048939445,1452,41.73086413420645,208,5,Tool Wear Failure
1,299.6076374168264,309.18410102843677,1434,38.794561645498796,216,5,Tool Wear Failure
2,301.67319727939196,311.03626146100174,1705,30.018467909195095,217,5,Tool Wear Failure
1,298.7753265745347,308.1258805740044,1606,34.58419056604967,227,5,Tool Wear Failure
1,297.4848997085704,307.9462249271426,1547,36.21430396023738,205,5,Tool Wear Failure
1,301.67997881745544,311.45294740663076,1528,37.789431701218426,209,5,Tool Wear Failure
1,299.0056556696339,309.2371037797559,1632,32.86735976327095,217,5,Tool Wear Failure
1,299.3758197162323,308.6148225293247,1540,37.58845633560432,203,5,Tool Wear Failure
1,302.62774432446764,311.33888584767885,1517,40.683068748062155,217,5,Tool Wear Failure
2,302.5446991144976,311.4869880269406,1630,34.279639249200606,227,5,Tool Wear Failure
1,299.3928553856258,309.5897423281416,1566,37.14230674610619,219,5,Tool Wear Failure
1,297.86389484714357,308.49202706974415,1555,36.31902030230809,211,5,Tool Wear Failure
1,298.10008139736703,308.1000203493418,1545,36.650057656468334,204,5,Tool Wear Failure
0,300.3255623688721,311.4699386801513,1376,47.64437631127923,220,5,Tool Wear Failure
1,300.05328765359224,309.2342100409579,1449,42.97105020478965,218,5,Tool Wear Failure
1,302.87064123093523,312.11066637724645,1518,35.749685671110164,204,5,Tool Wear Failure
2,300.089448341979,311.40344032084533,1689,29.185777325648676,216,5,Tool Wear Failure
1,301.4158875681884,310.5809578380707,1635,29.547605404823383,234,5,Tool Wear Failure
1,297.64765854857893,308.29373677736345,1546,36.011601476012906,206,5,Tool Wear Failure
1,302.40016767599036,311.93104604662005,1522,36.934309300699624,214,5,Tool Wear Failure
2,300.91940890557447,310.2755271244596,1402,44.643670037542535,212,5,Tool Wear Failure
1,299.6160371193951,308.7160371193951,1540,37.47820433659344,203,5,Tool Wear Failure
1,301.77633057604083,310.7627217626735,1607,30.658881561030533,233,5,Tool Wear Failure
1,299.05467455285844,309.2126179411206,1432,39.581311364558275,216,5,Tool Wear Failure
0,299.2770449916196,309.1009623489975,1406,40.85505233223678,220,5,Tool Wear Failure
1,304.3102166549666,313.54736831344326,1510,35.08080501053002,205,5,Tool Wear Failure
2,301.51470109095294,310.7455842424608,1403,46.32279212123039,207,5,Tool Wear Failure
1,301.76267705194175,310.1851983247576,1441,44.92677051941722,223,5,Tool Wear Failure
2,297.85184212498376,308.90864035416394,1870,25.53663740279766,200,5,Tool Wear Failure
1,300.73115941897487,309.4149758450599,1446,43.87487922529978,224,5,Tool Wear Failure
0,300.38314330556204,311.06256799069126,1375,47.816856694437995,228,5,Tool Wear Failure
1,302.29529072053464,310.14025841825304,1444,42.87857869960837,220,5,Tool Wear Failure
1,302.9595820145255,312.12863492493693,1522,36.50589153026878,206,5,Tool Wear Failure
1,304.0199351362583,313.2853837850091,1512,35.39734053936628,205,5,Tool Wear Failure
1,302.94637694811263,311.7353865530657,1524,36.429226893868574,211,5,Tool Wear Failure
1,300.210519331964,310.04034622130933,1644,31.078319779811025,217,5,Tool Wear Failure
1,302.22226006033657,310.8713589695977,1708,30.40409157577176,218,5,Tool Wear Failure
1,301.97301118263834,310.78459218210764,1698,30.41923463631539,217,5,Tool Wear Failure
1,301.2913562326237,311.6869491096252,1516,40.90665330415289,219,5,Tool Wear Failure
1,302.3643393666057,310.6678303166972,1444,42.041246153540676,209,5,Tool Wear Failure
1,299.46264888417016,309.71506668436183,1822,24.63616004246846,225,5,Tool Wear Failure
2,299.21527935948296,310.7133694395476,1736,27.03819839870745,224,5,Tool Wear Failure
1,299.71426936559504,309.8244781182822,1588,37.12447811828216,223,5,Tool Wear Failure
2,299.8800886932309,311.26373715139874,1701,28.8146825259023,215,5,Tool Wear Failure
1,300.0585441462988,310.5492084145132,1530,38.38496817068191,209,5,Tool Wear Failure
1,299.16234890014414,308.79293671740044,1592,36.88352690353774,225,5,Tool Wear Failure
1,300.32294629292375,310.0028231776344,1447,42.87546168233488,208,5,Tool Wear Failure
1,300.02144765012633,310.04103933855225,1571,37.48077950391417,222,5,Tool Wear Failure
1,301.77853706439925,310.9522854877657,1527,35.87505441637537,212,5,Tool Wear Failure
2,299.1435556940177,310.2435556940177,1909,23.88323439097735,203,5,Tool Wear Failure
1,299.72200017112357,308.82200017112353,1540,37.470896539922514,203,5,Tool Wear Failure
0,300.3366064852501,309.8389891912498,1392,46.80981945575031,214,5,Tool Wear Failure
2,299.6,310.29621539079005,1907,23.32691897394733,210,5,Tool Wear Failure
1,299.61951833296973,310.7177439390634,1925,23.221926668121107,205,5,Tool Wear Failure
1,300.12564547894414,311.31709698596273,1959,22.001514413701692,229,5,Tool Wear Failure
2,299.52884637650624,310.7,1889,23.95817101731765,208,5,Tool Wear Failure
1,299.428291565752,309.6151836882322,1567,37.16138776617413,219,5,Tool Wear Failure
1,303.3440180328697,311.6641081972183,1507,41.55417868015835,225,5,Tool Wear Failure
1,299.7554462184306,309.34158466382297,1398,42.17723109215318,220,5,Tool Wear Failure
1,301.19049426628743,310.51089080938834,1634,29.867327571834934,224,5,Tool Wear Failure
1,302.1023675601311,310.79881621993445,1443,42.93195029555426,209,5,Tool Wear Failure
2,298.269925180371,309.36992518037096,1884,24.99954004730379,201,5,Tool Wear Failure
2,297.84083784920705,308.9525058061233,1867,25.640837849207042,200,5,Tool Wear Failure
0,299.9752570713397,310.4010282853588,1387,44.65257071339702,221,5,Tool Wear Failure
1,297.09046675977436,308.01162973308266,1547,35.964013043139055,206,5,Tool Wear Failure
2,299.06205959594,310.16205959594,1906,23.9873682940767,203,5,Tool Wear Failure
2,299.5777088057196,310.7,1911,23.506193547093645,206,5,Tool Wear Failure
1,297.35296329099504,308.03820949383913,1614,35.46179050616085,217,5,Tool Wear Failure
1,299.4383339464924,310.90854220318084,1723,27.59583486623101,222,5,Tool Wear Failure
2,300.14334921142336,309.34926102349147,1389,44.707878339014606,233,5,Tool Wear Failure
1,298.18189450740635,308.6350976460313,1463,40.946796861375056,214,5,Tool Wear Failure
1,302.52159642175206,311.40852915871073,1627,33.69436779576838,228,5,Tool Wear Failure
2,301.00739914539054,310.44549969478237,1638,30.063500915653005,222,5,Tool Wear Failure
1,300.167565046569,310.011710031046,1643,31.142100385397608,217,5,Tool Wear Failure
1,302.52356224925,312.0515773100625,1452,53.89230170984369,251,5,Tool Wear Failure
1,296.90179450008924,307.80044862502234,1548,35.8012711042299,205,5,Tool Wear Failure
1,299.78703633022695,309.7799362689763,1534,38.068209051931426,207,5,Tool Wear Failure
1,299.4245595127799,310.8964895736824,1724,27.561398781949773,222,5,Tool Wear Failure
0,300.4856240947373,310.2768819403475,1377,47.71437590526272,236,5,Tool Wear Failure
1,299.04503929459906,308.96534381189304,1453,41.626719059465415,210,5,Tool Wear Failure
1,298.01849216603637,308.5789947773576,1622,34.333147995885376,217,5,Tool Wear Failure
1,300.84870698395076,309.3995916791423,1438,43.397413967901464,229,5,Tool Wear Failure
1,301.07738113582883,310.4961391151322,1409,44.936004292354276,209,5,Tool Wear Failure
1,300.46928259297897,310.5398421420261,1442,46.87928963911746,237,5,Tool Wear Failure
1,300.11981047671145,309.4289779337293,1460,40.705268715223504,216,5,Tool Wear Failure
1,297.60600268119384,308.27578877430284,1615,34.98331549794885,218,5,Tool Wear Failure
1,301.5524509223213,311.87258282222905,1522,37.811257666564146,214,5,Tool Wear Failure
2,300.3303996895342,309.8493338507763,1392,46.79119906860261,213,5,Tool Wear Failure
2,301.06088760252186,311.2652070842732,1390,47.0847632830123,213,5,Tool Wear Failure
2,299.8804509931854,311.29539461903715,1698,28.70112748296341,217,5,Tool Wear Failure
1,297.77134135140733,308.454141693037,1472,40.52802576237037,221,5,Tool Wear Failure
1,301.35781283806546,310.57064744216626,1630,29.68805767350131,226,5,Tool Wear Failure
1,301.25510573436355,309.55469486249694,1444,44.57347431248471,228,5,Tool Wear Failure
1,299.8230523531186,310.85329192714903,2028,20.926051460036277,222,5,Tool Wear Failure
2,299.24064207175115,310.73556181278224,1734,27.101605179377884,224,5,Tool Wear Failure
1,302.2316994085436,310.73415029572817,1443,42.49222201095171,209,5,Tool Wear Failure
0,300.3825025375282,309.8118769031461,1397,45.31251268764095,211,5,Tool Wear Failure
1,299.2531356351946,310.7464936807953,1734,27.13283908798662,224,5,Tool Wear Failure
0,300.2595613245022,311.53824529800875,1375,47.49561324502186,221,5,Tool Wear Failure
1,297.8248619846227,307.4876610179401,1605,36.01233898205988,223,5,Tool Wear Failure
2,300.5617946117489,309.5910269412555,1386,46.950508399731206,232,5,Tool Wear Failure
1,302.5378967287685,311.4633026124541,1630,34.28990783736224,228,5,Tool Wear Failure
1,300.2130992069829,309.8130992069829,1394,46.00479365586307,211,5,Tool Wear Failure
2,299.9946313382234,311.05875576202124,1984,21.721474647106394,214,5,Tool Wear Failure
1,299.8524468111569,310.5884574613629,1756,26.934255356196516,219,5,Tool Wear Failure
1,298.57191875046186,308.7859593752309,1447,40.27363437707824,211,5,Tool Wear Failure
2,300.51403106605136,310.2570155330257,1657,30.5,224,5,Tool Wear Failure
1,300.24033649517463,311.39355766344977,1986,21.382182926056966,229,5,Tool Wear Failure
1,301.7037787089884,310.9508767831507,1441,44.33778708988405,208,5,Tool Wear Failure
0,299.392330614938,308.4887794374403,1542,37.55326766246422,203,5,Tool Wear Failure
1,302.48957816951594,311.515774547212,1504,43.94500178698684,228,5,Tool Wear Failure
1,299.74576204530103,309.50501223878996,1615,32.06960061916453,226,5,Tool Wear Failure
0,300.829871425474,310.60814675240204,1576,37.929871425473976,226,5,Tool Wear Failure
1,301.80389472612444,309.7126578599043,1442,45.34624987272728,233,5,Tool Wear Failure
1,300.38253564967584,309.9,1395,46.369857401296684,210,5,Tool Wear Failure
1,303.10867310592516,311.9799084900638,1521,36.2013726490429,214,5,Tool Wear Failure
1,300.5018315931125,310.2509157965563,1659,30.5,225,5,Tool Wear Failure
2,300.00986798181617,311.3703960545514,1691,29.03700493181073,216,5,Tool Wear Failure
1,300.35793592161565,309.4172460784765,1552,38.110347647085945,207,5,Tool Wear Failure
1,301.65723101773614,310.8337902775644,1569,38.75723101773613,216,5,Tool Wear Failure
1,303.22672160259077,312.420059930099,1520,36.226609233655104,206,5,Tool Wear Failure
1,300.3008012701799,311.6927885683813,1374,47.8919872982014,221,5,Tool Wear Failure
1,297.9595711158986,309.0795175053859,1950,23.72503938819143,203,5,Tool Wear Failure
1,299.44564209162445,309.29261474502533,1929,22.288623059695833,223,5,Tool Wear Failure
1,299.7376820151691,309.6400990429791,1535,38.01062901769728,207,5,Tool Wear Failure
1,297.32493590896337,308.07090810620946,1614,35.42909189379058,217,5,Tool Wear Failure
1,300.4413595352088,310.2206797676044,1666,30.5,230,5,Tool Wear Failure
1,298.05994835484233,308.5299741774212,1430,37.969767596790604,219,5,Tool Wear Failure
0,300.3,311.0409963877282,1381,47.4606642584855,217,5,Tool Wear Failure
2,299.8798191614982,310.72072734529615,1900,24.03582075801365,206,5,Tool Wear Failure
1,301.15711356096057,310.65951892682676,1588,35.2514077562092,229,5,Tool Wear Failure
1,299.1079935785567,309.24864430983564,1432,39.67642097796608,216,5,Tool Wear Failure
1,298.6475699338771,308.92919903419755,1541,35.826885691290414,208,5,Tool Wear Failure
2,299.70404508888345,309.30323607110677,1399,41.90910144998783,220,5,Tool Wear Failure
1,297.5986055049627,308.385116644984,1472,40.61348885997867,220,5,Tool Wear Failure
2,301.171112945715,310.5039689091839,1634,29.888093272448238,224,5,Tool Wear Failure
1,303.27169785080724,311.9170970728293,1521,35.89802612078165,214,5,Tool Wear Failure
0,298.6494338829039,308.8846490074004,1555,36.91963768505852,208,5,Tool Wear Failure
1,302.52260673556395,311.34521347112786,1649,33.36808980751904,225,5,Tool Wear Failure
1,303.1951652199656,311.86764521905474,1521,35.89684869569178,214,5,Tool Wear Failure
1,297.9229026151966,308.62833420023975,1470,40.96209998552261,220,5,Tool Wear Failure
1,298.33096800666465,308.8273616458105,1559,36.5705212343579,213,5,Tool Wear Failure
2,300.7716592294959,310.36058561041034,1654,30.48990239826495,217,5,Tool Wear Failure
2,298.940640684781,309.02675878347736,1416,40.78530144608172,216,5,Tool Wear Failure
1,299.6,309.40103734147846,1874,23.386597510568098,222,5,Tool Wear Failure
2,298.0546721017419,309.1894001156158,1850,25.993584157237503,201,5,Tool Wear Failure
1,302.1532557687472,311.2376743583296,1535,37.56488397709906,208,5,Tool Wear Failure
2,300.5582092983876,309.72039537902816,1379,47.64179070161237,242,5,Tool Wear Failure
0,302.0560695881512,311.10809278420163,1547,38.11560566714316,210,5,Tool Wear Failure
1,300.5923713721093,311.5960827041055,2088,19.148659243747424,230,5,Tool Wear Failure
1,303.1660576745656,311.98386604652177,1521,36.142009302173534,214,5,Tool Wear Failure
1,300.46553034647144,310.2327651732357,1663,30.5,228,5,Tool Wear Failure
1,302.42026326938475,310.251345128342,1444,42.267601794118924,217,5,Tool Wear Failure
1,302.3926775340524,310.2268244747132,1444,42.40246538907714,218,5,Tool Wear Failure
1,302.4275121878056,311.7394146103681,1451,52.75170723019107,248,5,Tool Wear Failure
1,301.88628972924266,310.90685513537863,1441,43.666614920574844,208,5,Tool Wear Failure
2,300.556579354106,310.278289677053,1652,30.5,220,5,Tool Wear Failure
1,301.6840541393328,310.9504324835997,1637,32.61390557169888,222,5,Tool Wear Failure
1,297.5653140275129,308.4271646365484,1474,40.95461357566045,222,5,Tool Wear Failure
1,300.42957048757245,310.21478524378625,1667,30.5,231,5,Tool Wear Failure
1,300.51233509176,310.2413866127537,1673,30.494087626749472,233,5,Tool Wear Failure
2,300.74749680083045,310.3280251371481,1678,30.48171069469313,231,5,Tool Wear Failure
0,300.429767037593,309.68372160401157,1387,47.0893011127791,225,5,Tool Wear Failure
1,302.3606930592371,310.198393830433,1444,42.55883393261848,219,5,Tool Wear Failure
1,297.1279640902381,307.9472998736923,1548,35.80350713984981,206,5,Tool Wear Failure
1,299.515248695593,310.7058318839923,1530,38.052019710093994,211,5,Tool Wear Failure
1,299.5385978085516,308.7588372070916,1608,33.26242818519115,228,5,Tool Wear Failure
1,300.4325657760747,310.2119979175012,1671,30.49828601178554,233,5,Tool Wear Failure
1,300.8557641344466,309.95576413444655,1535,37.39270592176231,205,5,Tool Wear Failure
1,298.402104092497,308.7010520462485,1442,39.509468416236516,213,5,Tool Wear Failure
2,301.50088668656764,310.84844430235916,1716,29.52355314010643,219,5,Tool Wear Failure
1,298.58327254474506,308.22081813618627,1544,36.99231805252775,203,5,Tool Wear Failure
1,297.30862377106666,308.0899389337556,1614,35.410061066244445,217,5,Tool Wear Failure
1,298.04358662613663,307.5584404150473,1602,36.18912273346413,225,5,Tool Wear Failure
1,302.3394227284222,310.1794868697086,1444,42.662822216602464,219,5,Tool Wear Failure
1,300.8891247587622,309.7483159375994,1455,40.76333017047262,214,5,Tool Wear Failure
1,299.2700254416985,310.74668362779903,1753,26.62186261482778,225,5,Tool Wear Failure
2,299.9225525525782,311.33223348350595,1696,28.806381381445572,216,5,Tool Wear Failure
1,302.171776244794,311.0004056189263,1619,30.54598620314578,232,5,Tool Wear Failure
2,298.67286134982714,308.93645060529326,1424,39.28213344418813,217,5,Tool Wear Failure
1,303.102594213704,313.06793051436864,1513,36.297405786296,207,5,Tool Wear Failure
2,299.7381403129812,310.82558210271014,1943,22.747438748075293,208,5,Tool Wear Failure
1,303.11865204362704,311.83588035878245,1523,36.22823928243511,213,5,Tool Wear Failure
1,298.7987294811316,308.7522303624626,1431,39.297458962263235,222,5,Tool Wear Failure
2,301.5560814332696,311.0617214275501,1704,29.947180002859724,217,5,Tool Wear Failure
1,300.003472899938,309.90231526662535,1642,31.38575236069814,217,5,Tool Wear Failure
2,298.7657460951082,309.8657460951082,1898,24.36599110069507,202,5,Tool Wear Failure
1,299.3120474286533,310.7980415000716,1730,27.28011857163318,223,5,Tool Wear Failure
1,302.50826821214105,310.32957174412536,1445,41.83735540731036,215,5,Tool Wear Failure
1,299.78833234208963,311.0922215613931,1878,23.823005352715786,227,5,Tool Wear Failure
0,300.6921700698031,309.52568645882235,1382,47.49945083294209,242,5,Tool Wear Failure
1,299.8708170193799,309.18555120516794,1450,42.72775602583988,216,5,Tool Wear Failure
1,304.13878744155306,313.1538282868837,1506,37.61212558446912,211,5,Tool Wear Failure
1,300.50370040746174,309.6037004074617,1537,37.416986178795746,204,5,Tool Wear Failure
2,301.13246300299767,310.61947780179855,1642,31.53830285584536,219,5,Tool Wear Failure
1,297.40343080723426,308.1689538714895,1616,35.246420922591554,217,5,Tool Wear Failure
1,300.4535982365036,310.2177635713143,1580,37.684992008864285,226,5,Tool Wear Failure
1,299.7374062962595,309.9352486795187,1438,44.15861905783415,232,5,Tool Wear Failure
