Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,299.77756361364425,309.32593511487187,1257,69.64523536916867,119,Power Failure
1,300.85113112837087,310.07663586499035,1334,69.92330330744365,187,Power Failure
2,301.6260817479681,310.0299278694399,1384,63.249879782399894,140,Power Failure
0,303.1546021843124,312.51311427475383,1281,69.33972308872663,149,Power Failure
1,298.12794113181934,308.7047334433242,1391,61.88671872627902,57,Power Failure
1,302.9335260001561,312.0005780004683,1261,70.75158950128782,120,Power Failure
0,301.7676328375834,311.0007246281875,1343,66.23417873288547,205,Power Failure
0,296.6480605016915,307.74806050169144,1386,62.251939498308566,97,Power Failure
2,296.391275958669,307.285459931115,1250,71.46979233064818,99,Power Failure
1,298.5071255544272,309.49168685316823,1294,66.70950073923629,12,Power Failure
2,300.38987776943355,310.04261522788266,1293,68.39409218230614,111,Power Failure
1,299.96290649767354,309.4912409303575,1257,69.74041144475129,119,Power Failure
1,298.5653159449239,309.42379806425544,1296,66.78708792656519,12,Power Failure
1,301.6286396716427,310.74449752238877,1422,60.55550247761124,179,Power Failure
1,299.5935587160423,309.55485450688826,1320,67.41290140305136,19,Power Failure
1,299.05863830044706,310.31140189175363,1302,68.59022694992548,111,Power Failure
1,300.86021042038396,310.07992985987204,1404,61.275263025479966,186,Power Failure
1,300.36487448095596,310.9938828488922,1321,67.30636401576632,18,Power Failure
1,300.19682213463295,310.00863943804785,1414,62.89021870829525,203,Power Failure
1,301.0190574838522,310.18270749044314,1336,68.84003001450007,181,Power Failure
1,300.22081636792973,310.47337525036966,2494,13.28941916182994,161,Power Failure
1,302.1874458489734,310.8779781725588,1336,67.65904281972959,192,Power Failure
1,303.46067591842484,312.34319854883586,1284,70.54756789123311,94,Power Failure
2,296.0029629571922,306.6382715953203,1240,74.5762963424625,92,Power Failure
1,302.47900991536744,310.83867988715656,1284,68.02688668547391,113,Power Failure
1,298.0919631992375,309.35164701444614,1400,65.86469094903657,62,Power Failure
1,298.65174445874874,308.0941031848205,2559,12.878820636964104,146,Power Failure
2,296.314483379488,307.1574722991467,1248,72.08413296409569,98,Power Failure
0,302.256629356262,311.3674720171965,1333,66.66205068672927,205,Power Failure
1,302.21030270465826,311.1969021036231,1433,60.10309789637692,173,Power Failure
1,297.0588740574333,307.9325909960791,1295,69.08843545300418,152,Power Failure
0,301.080976168996,310.485732126747,1356,65.63335414787151,207,Power Failure
1,298.74539966428733,309.7027214618026,1296,66.75334775310594,12,Power Failure
1,301.9417762841942,311.4477521736742,1285,70.16716007894283,80,Power Failure
1,302.118011774212,310.3573490322826,1284,68.10710849461957,112,Power Failure
1,301.7828597865764,311.35063653624115,1285,70.12301660738234,78,Power Failure
1,301.5329496576519,309.8556834474494,1393,62.11618707206485,160,Power Failure
0,300.49736416366665,310.06490944244445,1369,65.34503018585185,206,Power Failure
2,301.16966755334994,309.58786702134,1281,68.28485319146401,110,Power Failure
1,301.75747945082634,311.0918059966829,1257,70.66194890718108,120,Power Failure
1,301.0987720406573,310.2845209262044,1379,67.91629771335738,73,Power Failure
1,297.85815294548524,308.31196806977704,1334,71.6783932734418,154,Power Failure
1,300.8113824503176,311.38102924947066,1320,67.22655905074106,17,Power Failure
1,301.4376279697726,310.6813566414771,1271,70.01075084850646,106,Power Failure
1,301.3433897663412,309.91887007788625,1396,61.879237207926494,167,Power Failure
0,299.40164976867135,309.3344331791142,1397,65.58852227362858,195,Power Failure
1,303.3272618673997,312.2560515561664,1282,70.55064624782848,95,Power Failure
1,301.82862283463254,309.7571257217891,1388,62.4857785432907,148,Power Failure
1,299.9436932368859,309.8117614064668,1413,63.43866465341387,201,Power Failure
1,299.8390603210224,309.37812064204473,2528,13.113020107007456,176,Power Failure
0,297.6323306742869,308.6765290162173,1384,63.10912404200861,110,Power Failure
1,297.926459163589,309.1479497398019,1400,64.82074241648475,62,Power Failure
1,299.10205200911344,308.8031383668793,1320,67.4996378807447,19,Power Failure
1,303.30212129537665,312.2790741249524,1284,70.54503369316018,92,Power Failure
0,301.416478909054,310.5371665454372,1353,66.26935381813188,202,Power Failure
1,296.08900255312346,306.5146876108917,1236,75.63850932536012,91,Power Failure
0,297.6043853949384,308.42624790095545,1388,62.17638333600758,104,Power Failure
1,299.5252674688586,310.69669929316336,1328,69.13407694380075,23,Power Failure
1,302.5811717635764,311.07280365849925,1284,69.37489568476855,102,Power Failure
0,298.28215065436945,308.9163243193133,1390,62.09296607330838,106,Power Failure
1,302.884811417787,311.4430399832242,1284,68.82278854027348,107,Power Failure
1,303.18691872707865,312.2086725554369,1284,70.51303297974407,91,Power Failure
0,300.76967802161556,310.1303219783844,1392,62.443201113761425,194,Power Failure
1,303.4699025954425,312.35318181513276,1284,70.51305194238941,94,Power Failure
0,296.644234094662,307.744234094662,1386,62.25576590533798,97,Power Failure
1,298.5,309.0646582228219,1296,66.56604868394521,22,Power Failure
1,299.43155953135044,309.23035279753583,1331,72.05266070297434,181,Power Failure
2,302.43045096399896,311.80221972088816,1257,71.09206939955517,120,Power Failure
0,296.61484117433815,307.71545955660224,1385,62.30123676452818,99,Power Failure
1,298.94320507110126,310.1810683570338,1381,63.86307829356934,86,Power Failure
0,300.7877717602588,310.24130435776885,1362,65.41875002858548,207,Power Failure
1,296.93744690926724,307.90045830776694,1258,69.03653029373342,106,Power Failure
1,301.0906058348593,310.3260267604461,1410,60.973973239553914,185,Power Failure
1,302.3801792955196,310.8783135385912,1284,68.04317906695151,115,Power Failure
1,297.1075080287281,307.9,1312,72.48650290493418,163,Power Failure
1,298.6701870676094,310.06592807726787,1401,69.59494490490924,64,Power Failure
1,298.5,309.1650784016074,1295,66.59694720049458,19,Power Failure
1,300.2001126514623,309.9551182840354,1299,67.72002253029245,14,Power Failure
1,299.62205485125793,309.5984368313356,1320,67.40787267330744,19,Power Failure
2,301.31891038226183,311.0259056638019,1257,70.68626886971464,117,Power Failure
0,296.60961482285654,307.7109883689789,1386,62.33388080435162,99,Power Failure
1,297.860017919014,308.9887690389524,1392,61.78751119938376,69,Power Failure
1,298.74649185738417,308.1617798981315,2558,12.892355979626306,149,Power Failure
1,298.5,308.8066793877825,1297,66.48667058085616,27,Power Failure
1,301.67459633248745,311.5481449551608,1291,69.78870948110551,100,Power Failure
1,301.4372743414037,310.8079333715515,1331,68.17170847642906,199,Power Failure
1,299.241387064278,308.8752022195022,1258,69.39098262527354,118,Power Failure
1,299.19068765733346,310.3466828133334,1377,62.89604359600022,98,Power Failure
1,299.0016669717058,309.1983330282942,2582,12.551500274535186,140,Power Failure
1,299.22344834431146,309.2886410206059,1328,71.94823517735107,185,Power Failure
1,298.040840216002,308.52723537139093,1263,68.77273894644034,107,Power Failure
1,299.549289738099,310.36680456625567,1306,66.92810646480413,14,Power Failure
2,298.2251493343926,308.41005973375707,1265,68.75597610649719,106,Power Failure
1,298.7787661602588,308.1848329716134,2558,12.896966594322683,151,Power Failure
1,302.3009714829415,311.39611406823394,1333,66.70874334647355,204,Power Failure
1,300.3214383687577,310.92185335000363,1297,69.14412168125318,121,Power Failure
1,301.5548315448894,309.8483894850369,1393,62.14353943111175,159,Power Failure
1,298.7075952718012,308.6493672303774,1258,69.30886081104634,115,Power Failure
1,298.9432025301123,309.7386475162143,1291,66.90455501389798,11,Power Failure
0,300.7615484186294,310.13845158137065,1389,62.776514836195695,196,Power Failure
1,299.7979067290183,309.9203395687162,2508,13.19182462977345,154,Power Failure
1,302.477252771194,310.9226984472802,1284,69.23633702825866,103,Power Failure
1,298.3129228877635,308.6637706092494,1327,73.50148448557992,179,Power Failure
1,301.1389211225144,311.0610788774856,1328,66.42532314853855,9,Power Failure
1,299.5378534659841,310.47905057593084,1382,64.60264190577129,128,Power Failure
1,302.46231997434825,310.90112885183635,1284,69.21642663246432,103,Power Failure
1,299.81061946989036,309.9369639221643,2508,13.194758339205467,154,Power Failure
1,298.1280255075798,309.6099787436835,1332,70.82091284910223,28,Power Failure
1,300.48044685656197,310.25661788950663,1286,67.51873652711505,17,Power Failure
1,300.2424085151591,309.6853404292993,1263,69.66925957575975,113,Power Failure
1,299.6441461987287,310.6954970759451,1378,63.83784210505195,113,Power Failure
1,299.6261783931706,310.3044331669592,1321,67.4869341705583,19,Power Failure
1,300.8109044419415,310.0963651860195,1404,61.21363055242683,188,Power Failure
1,300.5008066474135,310.4931901091952,1292,69.68346777456892,143,Power Failure
0,299.2400933640491,308.6778123570552,1386,62.49556247141104,120,Power Failure
0,299.273106886959,308.9028980991315,1376,64.30483016521923,91,Power Failure
0,300.3702716631565,309.86036221754193,2562,12.806606297076337,84,Power Failure
0,300.01407926556664,309.3854390207555,2556,12.885760163207417,123,Power Failure
1,297.681490524463,309.4449221022524,1333,71.14932420670496,30,Power Failure
1,302.9163298582769,312.1581649291384,1261,71.1187146929333,124,Power Failure
0,300.984445241906,310.91679425458597,1281,68.81539676843528,157,Power Failure
1,298.73034295484655,308.58876740276946,1319,67.60561629861527,20,Power Failure
1,297.23296921164786,308.7160749689277,1328,70.22424899902366,28,Power Failure
0,298.12272343811424,308.263971643746,1386,62.4127943287492,111,Power Failure
1,299.56967842206194,309.5208609949371,1412,64.2490300855324,197,Power Failure
1,298.50585601422216,309.87812115911106,1400,69.0158735739257,67,Power Failure
1,299.7242205312287,309.6410604131779,1412,63.91418884900442,199,Power Failure
1,301.5404262538962,310.89821801023174,1257,70.55048915740618,120,Power Failure
0,297.31787501515373,307.9658796352421,1386,62.35317592704842,105,Power Failure
1,302.902401879059,311.907205637177,1263,70.49481550223683,120,Power Failure
1,297.84677476405614,309.7135089915913,1335,71.49022295086586,30,Power Failure
1,299.1423303926647,310.3669790083128,1302,68.6586066322737,112,Power Failure
1,300.60473671385716,310.37997354954996,1291,67.80094734277142,12,Power Failure
1,297.27454547533654,307.7568831287637,1319,68.02155843561815,22,Power Failure
2,296.6060001667865,307.6433336113108,1255,69.75199866570803,103,Power Failure
1,299.1667555582078,308.8700933361182,1318,67.51335111164155,19,Power Failure
1,299.9470583326263,309.70271442234264,1290,67.19049743546233,24,Power Failure
1,301.6148035452309,309.82839881825635,1392,62.218504431538655,157,Power Failure
1,298.54654784903073,309.5413290463804,1383,63.825672638429474,118,Power Failure
1,297.7050385713542,308.5113693332639,1319,67.95654612700231,22,Power Failure
1,298.33427135695007,308.36244077540005,1319,67.71877961229998,21,Power Failure
1,298.9209419523857,310.1736473174619,1383,64.39739314274267,84,Power Failure
1,301.74649162140315,309.86198882853756,1284,68.18966852857707,111,Power Failure
1,302.15845698545434,310.85704597098317,1337,67.81689576816343,191,Power Failure
1,300.23645475382534,310.17290950765073,2505,13.245484917941782,173,Power Failure
1,297.28972493777,307.7655571072971,1319,68.01722144635143,22,Power Failure
1,301.62124014155944,309.8262532861469,1391,62.226550176949274,156,Power Failure
1,302.141917786402,310.3892237152027,1284,68.10179604746622,112,Power Failure
1,299.17926641768844,309.02073358231155,2570,12.711339775919585,154,Power Failure
1,299.4959995472511,309.13458054292767,1405,65.12322624459573,181,Power Failure
1,299.066742631276,308.3905304509114,2554,12.93810609018228,162,Power Failure
1,298.5652488906934,308.26775846341235,1300,66.34015316350362,41,Power Failure
1,298.16555255790666,309.4422185328083,1400,66.32886998064224,62,Power Failure
1,302.699517001655,311.2437467801683,1284,69.53268933554,101,Power Failure
2,299.9511239276482,309.70161544071175,1247,73.37492954923941,108,Power Failure
1,300.725033457864,311.3300312273397,1321,67.21832515474435,18,Power Failure
0,300.7758398723564,310.12416012764356,1395,62.19056523338663,193,Power Failure
1,302.2736922010416,310.62866651261567,1284,68.96492293472215,105,Power Failure
1,299.153235204854,310.0396290822707,1301,66.84200765322915,13,Power Failure
1,302.7931839502275,311.379043483662,1284,69.65757860030335,100,Power Failure
1,298.3051276527994,309.2962698188357,1296,66.84172534341863,13,Power Failure
2,299.7935464273827,308.66905296539653,1268,70.78502179337939,103,Power Failure
2,302.91667687565297,312.04617269351314,1258,71.10130639578786,121,Power Failure
1,298.9038573504501,309.2961426495499,2589,12.463471615405092,133,Power Failure
1,300.8781256468335,311.2697905886109,1311,67.38229317594478,15,Power Failure
0,302.04135118594604,310.83122408750404,1343,67.1147692515741,196,Power Failure
1,297.8394033600233,308.45432297360026,1301,68.71989281810265,161,Power Failure
1,301.6271508667208,309.77268157502033,1283,68.23642456663961,111,Power Failure
2,298.6967555590492,309.0904678408542,1414,61.40284211353762,121,Power Failure
1,300.4047897215426,309.3142961455785,1269,68.84760513922869,115,Power Failure
1,301.1467839183623,310.63844221023925,1324,67.22221105583594,193,Power Failure
1,299.3949791364777,309.3344453624849,1414,64.91070894453559,188,Power Failure
0,300.7747085318682,310.25603139890114,1362,65.36536996538467,207,Power Failure
1,296.50346364522727,307.3162649401298,1319,68.24186752993508,23,Power Failure
0,297.24072526405126,308.34072526405123,1396,61.65927473594874,68,Power Failure
2,298.89128078882817,309.3304183287054,1257,69.799991399096,110,Power Failure
1,300.70513105884385,310.1532249984283,1257,70.12155378697388,120,Power Failure
1,302.3544801085276,311.1820795658895,1335,67.19032097674848,199,Power Failure
0,297.0648809219256,308.1397522234431,1385,62.664366127995706,104,Power Failure
1,299.2280064601686,310.1859520569162,1382,64.35978884715918,125,Power Failure
1,298.5,309.18962269758816,1295,66.60449929156559,19,Power Failure
1,302.37864571455094,311.08541714179614,1336,67.40781143095869,196,Power Failure
1,300.27771132704004,310.036596893392,1297,67.73554226540801,14,Power Failure
1,302.232743385335,310.5695182232617,1284,68.91032451378003,105,Power Failure
1,299.291415277991,309.3044341051041,1411,64.85193356435278,194,Power Failure
1,300.0367045270792,309.2566752157921,1401,64.59996336089105,173,Power Failure
1,297.16821099394406,307.316385309787,1243,73.5417614974801,100,Power Failure
1,300.7599761000402,311.33878697653205,1321,67.20706304116938,18,Power Failure
1,303.45919972119117,312.3365328996307,1284,70.48213252788557,94,Power Failure
1,301.42081173823726,310.36044026480664,1278,68.19986241724793,112,Power Failure
